44	17	או. הנרי	כופר נפשו של הצ'יף האדום	רוצה	אני רוצה להיות הצופה השחור.	אֲנִי רוֹצֶה לִהְיוֹת הַצּוֹפֶה הַשָּׁחוֹר.	אֲנִי רוֹצָה לִהְיוֹת הַצּוֹפָה הַשְּׁחוֹרָה.	1
45	17	או. הנרי	כופר נפשו של הצ'יף האדום	רואה	 ביל מסתובב, וכשהוא רואה את הילד, הסומק נעלם מפניו והוא מתיישב ברפיון על הארץ ומתחיל לתלוש עשבים ונצרים קטנים מפה ומשם.	בִּיל מִסְתּוֹבֵב, וּכְשֶׁהוּא רוֹאֶה אֶת הַיֶּלֶד, הַסּוֹמֶק נֶעֱלַם מִפָּנָיו וְהוּא מִתְיַישֵּׁב בְּרִפְיוֹן עַל הָאָרֶץ וּמַתְחִיל לִתְלוֹשׁ עֲשָׂבִים וּנְצָרִים קְטַנִּים מַפָּה וּמִשָּׁם.	יָעֵל מִסְתּוֹבֶבֶת, וּכְשֶׁהִיא רוֹאָה אֶת הַיַּלְדָּה, הַסּוֹמֶק נֶעֱלַם מִפָּנֶיהָ וְהִיא מִתְיַישֶּׁבֶת בְּרִפְיוֹן עַל הָאָרֶץ וּמַתְחִילָה לִתְלוֹשׁ עֲשָׂבִים וּנְצָרִים קְטַנִּים מִפֹּה וּמִשָּׁם.	1
46	17	או. הנרי	כופר נפשו של הצ'יף האדום	חוצה	אם תארוב כנופיה של שוטרים למי שיבוא לקחת את הפתק, הם יוכלו לראות אותו ממרחק רב כשהוא חוצה את השדות או מתקדם בדרך.	הֵם יוּכְלוּ לִרְאוֹת אוֹתוֹ מִמֶּרְחָק רַב כְּשֶׁהוּא חוֹצֶה אֶת הַשָּׂדוֹת אוֹ מִתְקַדֵּם בְּדֶרֶךְ.	הֵם יוּכְלוּ לִרְאוֹת אוֹתָהּ מִמֶּרְחָק רַב כְּשֶׁהִיא חוֹצָה אֶת הַשָּׂדוֹת אוֹ מִתְקַדֶּמֶת בְּדֶרֶךְ.	1
47	17	או. הנרי	כופר נפשו של הצ'יף האדום	נוטה	לדעתי אתם מגזימים קצת בדרישותיכם, ובזה אני מגיש לכם הצעה נגדית, שאני נוטה להאמין שתקבלו אותה.	לְדַעְתִּי אַתֶּם מַגְזִימִים קְצָת בִּדְרִישׁוֹתֵיכֶם, וּבַזֶּה אֲנִי מַגִּישׁ לָכֶם הַצָּעָה נֶגְדִּית, שֶׁאֲנִי נוֹטֶה לְהַאֲמִין שֶׁתְּקַבְּלוּ אוֹתָהּ.	לְדַעְתִּי אַתֶּם מַגְזִימִים קְצָת בִּדְרִישׁוֹתֵיכֶם, וּבַזֶּה אֲנִי מַגִּישָׁה לָכֶם הַצָּעָה נֶגְדִּית, שֶׁאֲנִי נוֹטֶה לְהַאֲמִין שֶׁתְּקַבְּלוּ אוֹתָהּ.	1
48	18	או. הנרי	מתנת חכמי-הקדם	קונה	אני קונה שערות, אמרה הגברת.	אֲנִי קוֹנֶה שְׂעָרוֹת, אָמַר הָאָדוֹן.	אֲנִי קוֹנָה שְׂעָרוֹת, אָמְרָה הַגְּבֶרֶת.	2
49	19	אוגוסטין קופסה	התקררות	רוצה	הוא שאל אותו אם הוא רוצה שיגיד לו מה קרא שכתוב בתיק ואביו השיב שוב – "לא".	הוּא שָׁאַל אוֹתוֹ אִם הוּא רוֹצֶה שֶׁיַּגִּיד לוֹ מָה קָרָא שֶׁכָּתוּב בַּתִּיק וְאָבִיו הֵשִׁיב שׁוּב – "לֹא".	הִיא שָׁאֲלָה אוֹתָהּ אִם הִיא רוֹצָה שֶׁתַּגִּיד לוֹ מָה קָרְאָה שֶׁכָּתוּב בַּתִּיק וְאִמָּהּ הֵשִׁיבָה שׁוּב – "לֹא".	1
50	19	אוגוסטין קופסה	התקררות	רוצה	אז אזר אומץ ושאל אותו למה הוא לא רוצה לספר לו כלום.	אָז אָזַר אוֹמֶץ וְשָׁאַל אוֹתוֹ לָמָּה הוּא לֹא רוֹצֶה לְסַפֵּר לוֹ כְּלוּם.	אָז אָזְרָה אוֹמֶץ וְשָׁאֲלָה אוֹתָהּ לָמָּה הִיא לֹא רוֹצָה לְסַפֵּר לָהּ כְּלוּם.	1
51	19	אוגוסטין קופסה	התקררות	רוצה	יום אחד אמר לאשתו שהיה רוצה לנסוע לבוקרשט, כדי לקרוא את התיק שהיה בסקוריטטה על אבא שלו.	יוֹם אֶחָד אָמַר לְאִשְׁתּוֹ שֶׁהָיָה רוֹצֶה לִנְסוֹעַ לְבוּקָרֵשְׂט.	יוֹם אֶחָד אָמְרָה לְבַעֲלָהּ שֶׁהָיְיתָה רוֹצָה לִנְסוֹעַ לְבוּקָרֵשְׂט.	1
52	19	אוגוסטין קופסה	התקררות	רוצה	ואז פתאום שאל את אביו אם הוא היה רוצה לדעת מי הלשין עליו, כי בבוקרשט נפתחו התיקים לעיון הציבור.	וְאָז פִּתְאוֹם שָׁאֲלָה אֶת אָבִיו אִם הוּא הָיָה רוֹצֶה לָדַעַת מִי הִלְשִׁין עָלָיו.	וְאָז פִּתְאוֹם שָׁאֲלָה אֶת אִמָּהּ אִם הִיא הָיְיתָה רוֹצָה לָדַעַת מִי הִלְשִׁין עָלֶיהָ.	1
53	19	אוגוסטין קופסה	התקררות	רוצה	לעומת זאת שאל את אביו אם הוא רוצה קינוח, אבל האב העדיף כוס מים.	לְעוּמַּת זֹאת שָׁאַל אֶת אָבִיו אִם הוּא רוֹצֶה קִינּוּחַ, אֲבָל הָאָב הֶעֱדִיף כּוֹס מַיִם.	לְעוּמַּת זֹאת שָׁאֲלָה אֶת אִמָּהּ אִם הִיא רוֹצָה קִינּוּחַ, אֲבָל הָאֵם הֶעֱדִיפָה כּוֹס מַיִם.	1
54	19	אוגוסטין קופסה	התקררות	רוצה	בטוח שאתה לא רוצה מרק?	בָּטוּחַ שֶׁאַתָּה לֹא רוֹצֶה מָרָק?	בְּטוּחָה שֶׁאַתְּ לֹא רוֹצָה מָרָק?	1
55	20	אווה מֶנָסֶה	עצלות	רוצה	אחרי הכול זו הייתה אישה שידעה מה היא רוצה.	אַחֲרֵי הַכּוֹל זֶה הָיָה אִישׁ שֶׁיָּדַע מָה הוּא רוֹצֶה.	אַחֲרֵי הַכּוֹל זוֹ הָיְיתָה אִישָּׁה שֶׁיָּדְעָה מָה הִיא רוֹצָה.	2
56	20	אווה מֶנָסֶה	עצלות	גאה	הוא אפילו היה כמעט גאה בעצמו.	הוּא אֲפִילּוּ הָיָה כִּמְעַט גֵּאֶה בְּעַצְמוֹ.	הִיא אֲפִילּוּ הָיְיתָה כִּמְעַט גֵּאָה בְּעַצְמָהּ.	1
57	20	אווה מֶנָסֶה	עצלות	רוצה	הוא תמיד חשב מראש על פתרון, בדרך כלל על ידי כך שניסה לחשוב מה יהודית הייתה רוצה באותו רגע.	הִיא תָּמִיד חָשְׁבָה מֵרֹאשׁ עַל פִּתְרוֹן, בְּדֶרֶךְ כְּלָל עַל יְדֵי כָּךְ שֶׁנִּיסְּתָה לַחֲשׁוֹב מָה יוֹסִי הָיָה רוֹצֶה בְּאוֹתוֹ רֶגַע.	הוּא תָּמִיד חָשַׁב מֵרֹאשׁ עַל פִּתְרוֹן, בְּדֶרֶךְ כְּלָל עַל יְדֵי כָּךְ שֶׁנִּיסָּה לַחֲשׁוֹב מָה יְהוּדִית הָיְיתָה רוֹצָה בְּאוֹתוֹ רֶגַע.	2
58	20	אווה מֶנָסֶה	עצלות	עולה	היא כבר עולה לבן שלה עם זה על העצבים עד כדי כך שהוא דווקא לא יגשים לה את המשאלה.	הוּא כְּבָר עוֹלֶה לַבֵּן שֶׁלָּהּ עִם זֶה עַל הָעֲצַבִּים.	הִיא כְּבָר עוֹלָה לַבֵּן שֶׁלָּהּ עִם זֶה עַל הָעֲצַבִּים.	2
59	20	אווה מֶנָסֶה	עצלות	רוצה	היא רוצה ללחוץ עליו?	הוּא רוֹצֶה לִלְחוֹץ עָלֶיהָ?	הִיא רוֹצָה לִלְחוֹץ עָלָיו?	2
60	21	אונורה דה בלזק	אל וֶרדוּגוֹ	בוכה	מריקיטה, את בוכה?	מֵרִיקִיטָה, אַתָּה בּוֹכֶה?	מֵרִיקִיטָה, אַתְּ בּוֹכָה?	2
61	22	אוסקר וויילד	הדייג ונשמתו	שווה	שווה היא את כל הזהב בתבל, ויקרה מכל אבני האודם שבידי מלכים.	שָׁוֶוה הוּא אֶת כָּל הַזָּהָב בַּתֵּבֵל, וְיָקָר מִכָּל אַבְנֵי הָאוֹדֶם שֶׁבִּידֵי מְלָכִים.	שָׁוָוה הִיא אֶת כָּל הַזָּהָב בְּתֵבֵל, וִיקָרָה מִכָּל אַבְנֵי הָאוֹדֶם שֶׁבִּידֵי מְלָכִים.	2
62	22	אוסקר וויילד	הדייג ונשמתו	שווה	אין היא שווה מעה שחוקה של כסף.	אֵין הוּא שָׁוֶוה מֵאָה שְׁחוּקָה שֶׁל כֶּסֶף.	אֵין הִיא שָׁוָוה מֵאָה שְׁחוּקָה שֶׁל כֶּסֶף.	2
63	22	אוסקר וויילד	הדייג ונשמתו	רואה	והוא ענה לי: 'אין אל אחר, אלא רק הראי שאתה רואה, כי זהו ראי החכמה.'	אֵין אֵל אַחֵר, אֶלָּא רַק הָרְאִי שֶׁאַתָּה רוֹאֶה, כִּי זֶהוּ רְאִי הַחָכְמָה.	אֵין אֵל אַחֵר, אֶלָּא רַק הָרְאִי שֶׁאַתְּ רוֹאָה, כִּי זֶהוּ רְאִי הַחָכְמָה.	1
64	22	אוסקר וויילד	הדייג ונשמתו	עוטה	 הוא התיישב אז בכיכר השוק ונח, ולאחר זמן מה, עבר שם סוחר, עוטה ברדס וגלימה מבד של ארץ הטטארים, ונושא בידו מנורה מקרן חרורה, תלויה בקצה של קנה מפורק.	הוּא הִתְיַישֵּׁב אָז בְּכִיכַּר הַשּׁוּק וְנָח, וּלְאַחַר זְמַן מָה, עָבַר שָׁם סוֹחֵר, עוֹטֶה בַּרְדָּס וּגְלִימָה מִבַּד שֶׁל אֶרֶץ הַטְּטָארִים, וְנוֹשֵׂא בְּיָדוֹ מְנוֹרָה מִקֶּרֶן חֲרוּרָה, תְּלוּיָה בַּקָּצֶה שֶׁל קָנֶה מְפוֹרָק.	הִיא הִתְיַישְּׁבָה אָז בְּכִיכַּר הַשּׁוּק וְנָחָה, וּלְאַחַר זְמַן מָה, עָבְרָה שָׁם סוֹחֶרֶת, עוֹטָה בַּרְדָּס וּגְלִימָה מִבַּד שֶׁל אֶרֶץ הַטְּטָארִים, וְנוֹשֵׂאת בְּיָדָהּ מְנוֹרָה מִקֶּרֶן חֲרוּרָה, תְּלוּיָה בַּקָּצֶה שֶׁל קָנֶה מְפוֹרָק.	1
65	22	אוסקר וויילד	הדייג ונשמתו	בוכה	כאדם מוכה כאב, השליך את עצמו בוכה על הארץ לצדו; נשק לאדום הצונן של השפתיים, והשתעשע בענבר הרטוב של השער.	הִשְׁלִיךְ אֶת עַצְמוֹ בּוֹכֶה עַל הָאָרֶץ לְצִדּוֹ.	הִשְׁלִיכָה אֶת עַצְמָהּ בּוֹכָה עַל הָאָרֶץ לְצִדָּהּ.	1
66	22	אוסקר וויילד	הדייג ונשמתו	בוכה	על החול לצדו השליך את עצמו, בוכה כאדם הרועד מגיל, ובזרועותיו השחומות אימץ אותו אל חזהו.	עַל הַחוֹל לְצִדּוֹ הִשְׁלִיךְ אֶת עַצְמוֹ, בּוֹכֶה כְּאָדָם הָרוֹעֵד מִגִּיל, וּבִזְרוֹעוֹתָיו הַשְּׁחוּמוֹת אִימֵּץ אוֹתוֹ אֶל חָזֵהוּ.	עַל הַחוֹל לְצִדָּהּ הִשְׁלִיכָה אֶת עַצְמָהּ, בּוֹכָה כְּאָדָם הָרוֹעֵד מִגִּיל, וּבִזְרוֹעוֹתֶיהָ הַשְּׁחוּמוֹת אִימְּצָה אוֹתָהּ אֶל חָזָהּ.	1
67	23	אוסקר וויילד	מודל למיליונר	רוצה	יש לו בית בכל עיר בירה, הוא אוכל מצלחות זהב, ואם הוא רוצה, הוא יכול למנוע את רוסיה מלצאת למלחמה.	יֵשׁ לוֹ בַּיִת בְּכָל עִיר בִּירָה, הוּא אוֹכֶל מִצַּלָּחוֹת זָהָב, וְאִם הוּא רוֹצֶה, הוּא יָכוֹל לִמְנוֹעַ אֶת רוּסְיָה מִלָּצֵאת לְמִלְחָמָה.	יֵשׁ לָהּ בַּיִת בְּכָל עִיר בִּירָה, הִיא אוֹכֶלֶת מִצַּלָּחוֹת זָהָב, וְאִם הִיא רוֹצָה, הִיא יְכוֹלָה לִמְנוֹעַ אֶת רוּסְיָה מִלָּצֵאת לְמִלְחָמָה.	1
68	23	אוסקר וויילד	מודל למיליונר	רוצה	חוץ מזה, האמת היא שלא הייתי פנוי לקבל אורחים היום, וכשבאת לא ידעתי אם האוסברג היה רוצה ששמו יוזכר, אתה יודע, הרי הוא לא היה בלבוש רשמי הולם.	לֹא יָדַעְתִּי אִם הָאוֹסְבֵּרְג הָיָה רוֹצֶה שֶׁשְּׁמוֹ יוּזְכַּר.	לֹא יָדַעְתִּי אִם הָאוּסְבֵּרְג הָיְיתָה רוֹצָה שֶׁשְּׁמָהּ יוּזְכַּר.	1
69	24	אופיר עוז	למה אנחנו לא עושים את זה	פונה	 היא פונה אליי פתאום.	הוּא פּוֹנֶה אֵלַיי פִּתְאוֹם.	הִיא פּוֹנָה אֵלַיי פִּתְאוֹם.	2
70	24	אופיר עוז	למה אנחנו לא עושים את זה	רוצה	שיחקתי את התומך, המבין, המכיל, עד שערב אחד שאלה: "אתה רוצה לנסות?"	שִׂיחַקְתִּי אֶת הַתּוֹמֵךְ, הַמֵּבִין, הַמֵּכִיל, עַד שֶׁעֶרֶב אֶחָד שָׁאֲלָה: "אַתָּה רוֹצֶה לְנַסּוֹת?"	שִׂיחַקְתִּי אַתְּ הַתּוֹמֶכֶת, הַמְּבִינָה, הַמְּכִילָה, עַד שֶׁעֶרֶב אֶחָד שָׁאַל: "אַתְּ רוֹצָה לְנַסּוֹת?"	1
71	24	אופיר עוז	למה אנחנו לא עושים את זה	עונה	להסתיר אותה, הוא עונה לעצמו, "זאת הדרך היחידה, להסתיר אותה כאן בבית שלנו."	לְהַסְתִּיר אוֹתָהּ, הוּא עוֹנֶה לְעַצְמוֹ, "זֹאת הַדֶּרֶךְ הַיְּחִידָה, לְהַסְתִּיר אוֹתָהּ כָּאן בַּבַּיִת שֶׁלָּנוּ."	לְהַסְתִּיר אוֹתוֹ, הִיא עוֹנָה לְעַצְמָהּ, "זֹאת הַדֶּרֶךְ הַיְּחִידָה, לְהַסְתִּיר אוֹתוֹ כָּאן בַּבַּיִת שֶׁלָּנוּ."	1
72	24	אופיר עוז	למה אנחנו לא עושים את זה	פונה	אז בואי נבדוק רגע מה זה אומר: את פונה אל הילדה, או אל האמא ואל האבא, אם יש אבא בתמונה, ומזמינה אותם אלינו.	אָז בּוֹאִי נִבְדּוֹק רֶגַע מָה זֶה אוֹמֵר: אַתָּה פּוֹנֶה אֶל הַיַּלְדָּה, אוֹ אֶל הָאִמָּא וְאֶל הָאַבָּא, אִם יֵשׁ אַבָּא בַּתְּמוּנָה, וּמַזְמִין אוֹתָם אֵלֵינוּ.	אָז בּוֹאִי נִבְדּוֹק רֶגַע מָה זֶה אוֹמֵר: אַתְּ פּוֹנָה אֶל הַיַּלְדָּה, אוֹ אֶל הָאִמָּא וְאֶל הָאַבָּא, אִם יֵשׁ אַבָּא בַּתְּמוּנָה, וּמַזְמִינָה אוֹתָם אֵלֵינוּ.	2
73	24	אופיר עוז	למה אנחנו לא עושים את זה	רוצה	מישהו רוצה לשתות עוד משהו, תה?	מִישֶׁהוּ רוֹצֶה לִשְׁתּוֹת עוֹד מַשֶּׁהוּ, תֶּה?	מִישֶׁהִי רוֹצָה לִשְׁתּוֹת עוֹד מַשֶּׁהוּ, תֶּה?	1
74	25	אופיר עוז	שמחתי לא להכיר אותך	רוצה	לכי אליהם, מה את רוצה ממני?	לֵךְ אֲלֵיהֶם, מָה אַתָּה רוֹצֶה מִמֶּנִּי?	לְכִי אֲלֵיהֶם, מָה אַתְּ רוֹצָה מִמֶּנִּי?	2
75	25	אופיר עוז	שמחתי לא להכיר אותך	בוהה	הוא לא מעניין אותי – הילד שלהם – בדרך כלל הוא יותר קטן ממני, בוהה בי עם פרצוף הנזלת שלו, וישר אני מבין שיהיו צרות, כי אני לא מתכוון לסבול אותו יותר מידי.	הוּא לֹא מְעַנְיֵין אוֹתִי – הַיֶּלֶד שֶׁלָּהֶם – בְּדֶרֶךְ כְּלָל הוּא יוֹתֵר קָטָן מִמֶּנִּי, בּוֹהֶה בִּי עִם פַּרְצוּף הַנַּזֶּלֶת שֶׁלּוֹ.	הִיא לֹא מְעַנְיֶינֶת אוֹתִי – הַיַּלְדָּה שֶׁלָּהֶם – בְּדֶרֶךְ כְּלָל הִיא יוֹתֵר קְטַנָּה מִמֶּנִּי, בּוֹהָה בִּי עִם פַּרְצוּף הַנַּזֶּלֶת שֶׁלָּהּ.	1
76	25	אופיר עוז	שמחתי לא להכיר אותך	בוכה	כי הילד שלהם בוכה?	כִּי הַיֶּלֶד שֶׁלָּהֶם בּוֹכֶה?	כִּי הַיַּלְדָּה שֶׁלָּהֶם בּוֹכָה?	1
77	26	אופק קהילה	המסתורי שיש ביניהם	רואה	האצבעות עכשיו שאני רואה את זה פתאום אני מבינה שאין להן מפרקים.	הָאֶצְבָּעוֹת עַכְשָׁיו שֶׁאֲנִי רוֹאֶה אֶת זֶה פִּתְאוֹם אֲנִי מֵבִין שֶׁאֵין לָהֶן מִפְרָקִים.	הָאֶצְבָּעוֹת עַכְשָׁיו שֶׁאֲנִי רוֹאָה אֶת זֶה פִּתְאוֹם אֲנִי מְבִינָה שֶׁאֵין לָהֶן מִפְרָקִים.	2
78	26	אופק קהילה	המסתורי שיש ביניהם	רוצה	היא רוצה לצאת מהתיק ולהסתכל מהחלון אז הפעם אני פשוט נותנת לה וזהו.	הוּא רוֹצֶה לָצֵאת מֵהַתִּיק וּלְהִסְתַּכֵּל מֵהַחַלּוֹן אָז הַפַּעַם אֲנִי פָּשׁוּט נוֹתֵן לוֹ וְזֶהוּ.	הִיא רוֹצָה לָצֵאת מֵהַתִּיק וּלְהִסְתַּכֵּל מֵהַחַלּוֹן אָז הַפַּעַם אֲנִי פָּשׁוּט נוֹתֶנֶת לָהּ וְזֶהוּ.	2
79	26	אופק קהילה	המסתורי שיש ביניהם	רוצה	כל מיני שטויות שבטח יש לה בראש ובבוקר היא עייפה מידי ולא רוצה ללכת איתי לאוניברסיטה.	כָּל מִינֵי שְׁטוּיוֹת שֶׁבֶּטַח יֵשׁ לוֹ בָּרֹאשׁ וּבַבּוֹקֶר הוּא עָיֵיף מִדַּי וְלֹא רוֹצֶה לָלֶכֶת אִיתִּי לָאוּנִיבֶרְסִיטָה.	כָּל מִינֵי שְׁטוּיוֹת שֶׁבֶּטַח יֵשׁ לָהּ בָּרֹאשׁ וּבַבּוֹקֶר הִיא עֲיֵיפָה מִדַּי וְלֹא רוֹצָה לָלֶכֶת אִיתִּי לָאוּנִיבֶרְסִיטָה.	2
80	26	אופק קהילה	המסתורי שיש ביניהם	תולה	אני תולה את המעיל ואומרת שלום.	אֲנִי תּוֹלֶה אֶת הַמְּעִיל וְאוֹמֵר שָׁלוֹם.	אֲנִי תּוֹלָה אֶת הַמְּעִיל וְאוֹמֶרֶת שָׁלוֹם.	2
81	26	אופק קהילה	המסתורי שיש ביניהם	רוצה	אנחנו הולכות עד סנטה פה ופונות שם שמאלה והולכות וממשיכות ללכת שם איזה שעה ועוברות בנקים וכנסיות ועוברות ליד האטנאו וקלאו צוחקת כל מה שאת רוצה לעשות זה לחפש פה עוד ספרים והיא לוקחת לי את היד ואנחנו הולכות במשך שעות ובסוף מתעייפות ולוקחות מונית הביתה.	כָּל מָה שֶׁאַתָּה רוֹצֶה לַעֲשׂוֹת זֶה לְחַפֵּשׂ פֹּה עוֹד סְפָרִים.	כָּל מָה שֶׁאַתְּ רוֹצָה לַעֲשׂוֹת זֶה לְחַפֵּשׂ פֹּה עוֹד סְפָרִים.	2
82	26	אופק קהילה	המסתורי שיש ביניהם	רוצה	אני הלכתי והרגשתי אותו מסתכל לי על העורף וחשבתי שהוא רוצה להרוג אותי.	אֲנִי הָלַכְתִּי וְהִרְגַּשְׁתִּי אוֹתוֹ מִסְתַּכֵּל לִי עַל הָעוֹרֶף וְחָשַׁבְתִּי שֶׁהוּא רוֹצֶה לַהֲרוֹג אוֹתִי.	אֲנִי הָלַכְתִּי וְהִרְגַּשְׁתִּי אוֹתָהּ מִסְתַּכֶּלֶת לִי עַל הָעוֹרֶף וְחָשַׁבְתִּי שֶׁהִיא רוֹצָה לַהֲרוֹג אוֹתִי.	1
83	26	אופק קהילה	המסתורי שיש ביניהם	עונה	קלאודיה לא עונה כשאני מנסה להשיג אותה בטלפון.	אַבְרָהָם לֹא עוֹנָה כְּשֶׁאֲנִי מְנַסֶּה לְהַשִּׂיג אוֹתוֹ בַּטֵּלֵפוֹן.	קְלָאוּדְיָה לֹא עוֹנָה כְּשֶׁאֲנִי מְנַסֶּה לְהַשִּׂיג אוֹתָהּ בַּטֵּלֵפוֹן.	2
84	26	אופק קהילה	המסתורי שיש ביניהם	רואה	לפעמים היה לי אומץ והסתכלתי עליו עובר בקצה של החלון והוא השתעל ממש רע והתכופף על הרצפה והקיא מלא קורים ואז הסתובב בפתאומיות כאילו הוא מרגיש שמישהו רואה אותו.	מִישֶׁהוּ רוֹאֶה אוֹתוֹ.	מִישֶׁהִי רוֹאָה אוֹתָהּ.	1
85	26	אופק קהילה	המסתורי שיש ביניהם	טועה	אבל מי שחושב שהמקום הזה הוא כמו הפיאסטה או החווה הוא טועה ובגדול.	אֲבָל מִי שֶׁחוֹשֵׁב שֶׁהַמָּקוֹם הַזֶּה הוּא כְּמוֹ הַפִּיאַסְטָה אוֹ הַחַוָּוה הוּא טוֹעֶה וּבְגָדוֹל.	אֲבָל מִי שֶׁחוֹשֶׁבֶת שֶׁהַמָּקוֹם הַזֶּה הוּא כְּמוֹ הַפִּיאַסְטָה אוֹ הַחַוָּוה הִיא טוֹעָה וּבְגָדוֹל.	1
86	26	אופק קהילה	המסתורי שיש ביניהם	רואה	אני לא מאמינה למה שאני רואה.	אֲנִי לֹא מַאֲמִין לְמָה שֶׁאֲנִי רוֹאֶה.	אֲנִי לֹא מַאֲמִינָה לְמָה שֶׁאֲנִי רוֹאָה.	2
87	27	אורי אורלב	הסינים	רוצה	 מה את רוצה שאעשה, מותק?	מָה אַתָּה רוֹצֶה שֶׁאֶעֱשֶׂה, מוֹתֶק?	מָה אַתְּ רוֹצָה שֶׁאֶעֱשֶׂה, מוֹתֶק?	2
88	27	אורי אורלב	הסינים	רוצה	את רוצה בטח שאבריח לך אחד כזה במכונית של הקצין שלי, מה?	אַתָּה רוֹצֶה בֶּטַח שֶׁאַבְרִיחַ לְךָ אֶחָד כָּזֶה בַּמְּכוֹנִית שֶׁל הַקְּצִינָה שֶׁלִּי, מָה?	אַתְּ רוֹצָה בֶּטַח שֶׁאַבְרִיחַ לָךְ אֶחָד כָּזֶה בַּמְּכוֹנִית שֶׁל הַקָּצִין שֶׁלִּי, מָה?	2
89	27	אורי אורלב	הסינים	רוצה	אני לא צריך להישאר כאן אם את לא רוצה.	אֲנִי לֹא צְרִיכָה לְהִישָּׁאֵר כָּאן אִם אַתָּה לֹא רוֹצֶה.	אֲנִי לֹא צָרִיךְ לְהִישָּׁאֵר כָּאן אִם אַתְּ לֹא רוֹצָה.	2
90	27	אורי אורלב	הסינים	בוכה	כשהחזרתי אליה שוב את מבטי ראיתי שהיא בוכה.	כְּשֶׁהֶחֱזַרְתִּי אֵלָיו שׁוּב אֶת מַבָּטִי רָאִיתִי שֶׁהוּא בּוֹכֶה.	כְּשֶׁהֶחֱזַרְתִּי אֵלֶיהָ שׁוּב אֶת מַבָּטִי רָאִיתִי שֶׁהִיא בּוֹכָה.	2
91	28	אורי ניסן גנסין	קטטה	רוצה	מה אתה רוצה ממני, מה?	מָה אַתָּה רוֹצֶה מִמֶּנִּי, מָה?	מָה אַתְּ רוֹצָה מִמֶּנִּי, מָה?	1
92	28	אורי ניסן גנסין	קטטה	רוצה	רוצה אני – ואני בורח לסטארודוב!	רוֹצֶה אֲנִי – וַאֲנִי בּוֹרֵחַ לִסְטָארוֹדוֹב!	רוֹצָה אֲנִי – וַאֲנִי בּוֹרַחַת לִסְטָארוֹדוֹב!	1
93	29	אורית וולפיילר	שווייצריה זה כאן	רוצה	כל כך אני רוצה להגיד לה את זה אבל בסוף רק מהנהנת, כדי לצמצם כמה שיותר את הזמן של הדיבורים ולהרוויח עוד כמה דקות של שקט.	כָּל כָּךְ אֲנִי רוֹצֶה לְהַגִּיד לוֹ אֶת זֶה אֲבָל בְּסוֹף רַק מְהַנְהֵן, כְּדֵי לְצַמְצֵם כַּמָּה שֶׁיּוֹתֵר אֶת הַזְּמַן שֶׁל הַדִּיבּוּרִים וּלְהַרְוִויחַ עוֹד כַּמָּה דַּקּוֹת שֶׁל שֶׁקֶט.	כָּל כָּךְ אֲנִי רוֹצָה לְהַגִּיד לָהּ אֶת זֶה אֲבָל בְּסוֹף רַק מְהַנְהֶנֶת, כְּדֵי לְצַמְצֵם כַּמָּה שֶׁיּוֹתֵר אֶת הַזְּמַן שֶׁל הַדִּיבּוּרִים וּלְהַרְוִויחַ עוֹד כַּמָּה דַּקּוֹת שֶׁל שֶׁקֶט.	2
94	29	אורית וולפיילר	שווייצריה זה כאן	רוצה	עכשיו ביחד הוא רוצה שנבדוק שהדלת נעולה, כמו שלימדתי את עצמי ואותו.	עַכְשָׁיו בְּיַחַד הוּא רוֹצֶה שֶׁנִּבְדּוֹק שֶׁהַדֶּלֶת נְעוּלָה, כְּמוֹ שֶׁלִּימַּדְתִּי אֶת עַצְמִי וְאוֹתוֹ.	עַכְשָׁיו בְּיַחַד הִיא רוֹצָה שֶׁנִּבְדּוֹק שֶׁהַדֶּלֶת נְעוּלָה, כְּמוֹ שֶׁלִּימַּדְתִּי אֶת עַצְמִי וְאוֹתָהּ.	1
95	29	אורית וולפיילר	שווייצריה זה כאן	עונה	האישה שלו אומרת שצפרדע, והבעל שלה עונה שלא יכול להיות ושמה היא מבינה מהחיים שלה.	הָאִישָּׁה שֶׁלּוֹ אוֹמֶרֶת שֶׁצְּפַרְדֵּעַ, וְהַבַּעַל שֶׁלָּהּ עוֹנֶה שֶׁלֹּא יָכוֹל לִהְיוֹת וְשֶׁמָּה הִיא מְבִינָה מֵהַחַיִּים שֶׁלָּהּ.	הָאִישׁ שֶׁלּוֹ אוֹמֵר שֶׁצְּפַרְדֵּעַ, וְהָאִישָּׁה שֶׁלָּהּ עוֹנָה שֶׁלֹּא יָכוֹל לִהְיוֹת וְשֶׁמָּה הוּא מֵבִין מֵהַחַיִּים שֶׁלּוֹ.	1
